GEOID,tarea,n_medincome,n_pop_total,n_pop_black,n_pop_hisp,p_pct_black,p_pct_hisp,p_renter,p_poverty,p_unemp,p_overcrowding,n_med_rent,p_mobility,n_pop_25,n_pop_65p,p_pct_65p,n_edu_yes_hs,n_edu_no_hs,p_edu_no_hs,name,n_commhlthcntr,r_commhlthcntr_100k,i_gini
13029,1155150022.20816,63244,30135,4374,1138,14.514683922349427,3.7763398042143685,24.967405475880053,10.98543806855522,5.499669093315685,0.9745843684311103,964,83.72869565217391,11196,2715,8.980253365527735,16113,2119,11.622422114962703,county2010,2,6.63680106188817,0.422
13001,1326751410.66414,36155,17810,3209,1572,18.017967434025827,8.826501965188097,26.660926962261446,22.232192933258553,5.133125449748141,3.7508747375787266,474,91.22510968612893,6194,2456,13.467865760035096,9152,3040,24.93438320209974,county2010,1,5.614823133071308,0.422
13241,976124864.559762,34406,15886,108,1186,0.6798438876998615,7.465693063074405,24.764011799410028,18.463160506077898,9.191780821917808,2.7839955232232794,681,91.68684422921712,4596,3459,21.252150405505038,9494,2300,19.50144141088689,county2010,5,31.474254060178772,0.483
13023,567547510.856644,35661,11624,2663,232,22.90949759119064,1.9958706125258088,30.107296137339056,19.513187886681862,4.875735154619616,1.4058106841611997,648,85.90692961259646,5107,1971,15.088417668223226,5916,2164,26.782178217821784,county2010,1,8.602890571231933,0.491
13113,516240789.257009,82216,106010,21399,6108,20.1858315253278,5.7617205923969435,17.137841590903136,4.695635528330781,5.560912293714074,0.7191571796300719,1057,87.40191346401981,35391,13545,12.710313699362842,65098,4462,6.4146060954571595,county2010,0,0,0.395
13163,1371831146.40749,29268,16403,8862,441,54.02670243248186,2.688532585502652,31.517385034449607,26.89197344598672,12.708247280737988,2.6906543544021653,450,87.20881739648496,5740,2498,14.754873006497341,7936,2992,27.379209370424597,county2010,3,18.28933731634457,0.446
13253,664477011.71739,32666,8629,2899,172,33.59601344304091,1.993278479545718,23.48247363921345,25.416618109777414,11.871069182389936,1.6841436288528757,528,91.8306293867219,2636,1657,18.98270134035972,4571,1364,22.982308340353832,county2010,0,0,0.529
13039,1690114025.99258,49230,48636,9665,2085,19.872111193354716,4.286947939797681,34.55976062503463,15.269616494674114,8.25580025909787,1.4466748906582931,789,80.55343314403717,20211,4556,9.019460336942965,26028,3184,10.89963028892236,county2010,3,6.16827041697508,0.404
13127,1124396756.88913,50337,78173,20143,4709,25.76720862701956,6.023818965627519,36.4983949140807,15.190618136178225,7.179964332790571,2.665186007773459,762,81.88435151911139,26038,11976,15.040313465450984,44972,7255,13.891282286939706,county2010,4,5.11685620354854,0.472
13233,808440857.259956,38646,41102,5158,4721,12.549267675538903,11.486059072551214,33.55420090113967,19.27490355129093,10.680886834086373,3.316692881077754,641,83.90841584158416,14825,5535,13.345388788426764,18857,7484,28.411981321893627,county2010,1,2.4329716315507763,0.433
13211,918463324.221749,45817,17714,4175,430,23.56892853110534,2.4274585073952806,23.04804804804805,15.414425357163514,8.44811753902663,1.102772246898453,718,90.46372688477952,5669,2774,15.524960823819118,9680,2587,21.089100839651095,county2010,0,0,0.529
13263,1022428897.85417,33873,6848,4060,86,59.28738317757009,1.2558411214953271,20.51553672316384,23.455361018665894,16.040181464679197,1.9761372110365398,484,92.2976121141526,1980,1119,16.300072833211946,3861,1046,21.31648665172203,county2010,1,14.602803738317757,0.464
13249,434660223.253394,35096,5010,1166,153,23.273453093812375,3.053892215568862,27.24358974358974,19.219409282700422,4.519505233111323,5.384615384615385,529,90.14715291106846,1888,657,13.113772455089821,2129,854,28.628897083473014,county2010,3,59.880239520958085,0.426
13291,852118398.101146,41298,20977,51,472,0.2431234208895457,2.2500834247032464,20.272049144361564,13.869073615761634,9.056846162081147,0.8974765072326047,623,86.79245283018868,5101,5675,26.573328338640195,13306,2747,17.112066280446022,county2010,1,4.767125899795014,0.462
