GEOID,tarea,n_medincome,n_pop_total,n_pop_black,n_pop_hisp,p_pct_black,p_pct_hisp,p_renter,p_poverty,p_unemp,p_overcrowding,n_med_rent,p_mobility,n_pop_25,n_pop_65p,p_pct_65p,n_edu_yes_hs,n_edu_no_hs,p_edu_no_hs,spatial_level,n_commhlthcntr,r_commhlthcntr_100k,i_gini,d_pop_sqkm,close_4_0005,close_4_0010,close_4_0914,close_4_0514,close_4_0016,persistence_0005,persistence_0010,persistence_0914,persistence_0514,persistence_0016,close_4_0005_r_100k,close_4_0005_r_sqkm,close_4_0010_r_100k,close_4_0010_r_sqkm,close_4_0914_r_100k,close_4_0914_r_sqkm,close_4_0514_r_100k,close_4_0514_r_sqkm,close_4_0016_r_100k,close_4_0016_r_sqkm,persistence_0005_r_100k,persistence_0005_r_sqkm,persistence_0010_r_100k,persistence_0010_r_sqkm,persistence_0914_r_100k,persistence_0914_r_sqkm,persistence_0514_r_100k,persistence_0514_r_sqkm,persistence_0016_r_100k,persistence_0016_r_sqkm
48113,2353299105.09484,47974,2337741,518247,884744,22.1687090229414,37.8461087006644,46.7567409692042,17.6021580586227,7.7844604744281,6.05603344706617,831,80.928057846951,890526,207972,8.78208584884587,1103425,339205,23.5129589707687,county2010,30,1.28329015061977,0.492,993.388811026548,976,2324,1065,2173,3502,3061,2759,2649,2675,2518,41.7497062334964,0.414736910360006,99.4122103346778,0.987549774258867,45.5568003470017,0.452556157308818,92.952983243225,0.923384535053579,149.802736915681,1.48812362713191,130.93837170157,1.30072713382375,118.019917518664,1.17239665541317,113.314520299725,1.12565376592588,114.426705096929,1.13670208525924,107.710819975352,1.0699872339001
48227,2341880411.31279,39574,28932,1137,10497,3.9299046038988,36.281625881377,32.3215388687903,17.7410873908928,7.49811035525321,2.45487364620939,618,74.6468401486989,11525,4615,13.1811950188507,16785,6916,29.1802033669465,county2010,1,3.45638047836306,0.437,12.3541748162032,13,41,13,40,61,82,67,60,60,53,44.9329462187198,0.00555109472593119,141.711599612885,0.0175072987510138,44.9329462187198,0.00555109472593119,138.255219134522,0.0170802914644037,210.839209180147,0.0260474444832156,283.423199225771,0.0350145975020275,231.577492050325,0.0286094882028761,207.382828701784,0.0256204371966055,207.382828701784,0.0256204371966055,183.188165353242,0.0226313861903348
48155,1832893477.64827,30417,1306,51,174,3.90505359877489,13.323124042879,22.8621291448517,23.3528550512445,12.2691292875989,0.88809946714032,407,86.8745467730239,374,319,23.877245508982,730,233,24.1952232606438,county2010,0,0,0.458,0.712534588576139,2,5,7,10,13,9,8,5,5,5,153.139356814701,0.00109117088602778,382.848392036754,0.00272792721506944,535.987748851455,0.00381909810109722,765.696784073507,0.00545585443013889,995.405819295559,0.00709261075918055,689.127105666156,0.004910268987125,612.557427258806,0.00436468354411111,382.848392036754,0.00272792721506944,382.848392036754,0.00272792721506944,382.848392036754,0.00272792721506944
48153,2570621108.491,35240,6411,235,3368,3.66557479332397,52.534705974107,26.5195670274771,23.8261662361343,3.47331859804231,6.77641653905054,543,83.932378921718,2329,1145,17.7629537697797,3144,1072,25.426944971537,county2010,0,0,0.417,2.49394980023461,3,11,6,13,18,22,20,17,17,19,46.7945718296678,0.00116703313066664,171.580096708782,0.00427912147911101,93.5891436593355,0.00233406626133328,202.77647792856,0.0050571435662221,280.767430978007,0.00700219878399984,343.160193417564,0.00855824295822202,311.963812197785,0.00778022087111093,265.169240368117,0.00661318774044429,265.169240368117,0.00661318774044429,296.365621587896,0.00739120982755538
48043,16037936551.7207,35799,9157,92,3737,1.00469586108988,40.8103090531834,39.315426669836,16.5370539798719,5.48602419691281,2.26451457480125,539,76.2744217381541,2753,1531,16.5836221837088,4851,1194,19.7518610421836,county2010,3,32.7618215572786,0.49,0.570958737146116,6,15,8,14,24,28,22,25,25,19,65.5236431145572,0.000374112965259,163.809107786393,0.0009352824131475,87.3648574860762,0.000498817287012,152.888500600633,0.000872930252271,262.094572458229,0.00149645186103601,305.777001201267,0.00174586050454202,240.25335808671,0.00137174753928301,273.015179643988,0.00155880402191251,273.015179643988,0.00155880402191251,207.491536529431,0.00118469105665351
48159,763445059.904359,45625,10491,398,1295,3.79372795729673,12.3439138309027,24.5732147150757,14.8418261034287,10.5870236869207,4.25816818425281,624,85.8349947783158,3433,1981,18.6798679867987,5688,1193,17.3375962796105,county2010,0,0,0.486,13.7416568014917,8,13,6,10,25,34,29,32,32,24,76.2558383376227,0.0104788155954565,123.915737298637,0.0170280753426168,57.1918787532171,0.00785911169659236,95.3197979220284,0.0130985194943206,238.299494805071,0.0327462987358015,324.087312934897,0.04453496628069,276.427413973882,0.0379857065335297,305.023353350491,0.0419152623818259,305.023353350491,0.0419152623818259,228.767515012868,0.0314364467863694
48231,2284429221.79721,43101,84260,6718,10752,7.97294089722288,12.7605032043674,30.5929667040778,19.1659120389633,8.62962962962963,3.68530156954362,696,82.7121474148727,30021,12001,13.9337505369852,44001,10978,19.9676240018916,county2010,6,7.12081652029433,0.453,36.884487028979,46,97,62,107,178,197,187,183,183,164,54.5929266555898,0.0201363209510211,115.119867078092,0.0424613724401966,73.5817707097081,0.0271402586731154,126.987894611916,0.0468388335165056,211.250890102065,0.077918807158299,233.80014241633,0.0862359832032859,221.932114882507,0.081858522126977,217.184903868977,0.0801075376964534,217.184903868977,0.0801075376964534,194.635651554712,0.0717903616514665
48351,2433884540.53771,37452,13721,2547,240,18.5627869688798,1.74914364842213,16.2527392257122,16.2364031907179,10.5810498514361,4.0859798605732,420,88.5833157041111,4607,2342,16.2132225683628,7686,2201,22.2615555780318,county2010,0,0,0.46,5.63749009925043,7,25,15,32,47,63,51,48,48,38,51.0166897456454,0.00287606083337607,182.202463377305,0.0102716458334859,109.321478026383,0.00616298750009157,233.21915312295,0.013147706666862,342.540631149333,0.0193106941669536,459.150207710808,0.0258845475003846,371.693025289702,0.0209541575003113,349.828729684425,0.019721560000293,349.828729684425,0.019721560000293,276.947744333503,0.0156129016668986
48427,3183366065.36506,24441,60158,48,57636,0.0797898866318694,95.8077063732172,22.0163519792953,38.0453605474201,9.68925429872254,11.4393988053183,454,90.4876969676343,27273,6285,10.3086865240782,15725,17101,52.095899591787,county2010,3,4.98686791449184,0.519,18.8976067360011,6,22,18,27,38,32,29,22,22,27,9.97373582898368,0.00188479737384897,36.5703647062735,0.00691092370411291,29.921207486951,0.00565439212154692,44.8818112304265,0.00848158818232039,63.1669935835633,0.0119370500343768,53.1932577545796,0.0100522526605279,48.2063898400878,0.00910985397360338,36.5703647062735,0.00691092370411291,36.5703647062735,0.00691092370411291,44.8818112304265,0.00848158818232039
48271,3535650434.36793,24388,3266,48,1662,1.46968769136558,50.8879363135334,22,32.2251385243511,15.3439153439153,3.73913043478261,495,82.626032469382,1010,874,24.2912729294052,1877,614,24.6487354476114,county2010,1,30.6184935701164,0.452,0.92373385339602,0,4,3,6,8,8,9,6,6,4,0,0,122.473974280465,0.00113133356202819,91.8554807103491,0.00084850017152114,183.710961420698,0.00169700034304229,244.947948560931,0.00226266712405639,244.947948560931,0.00226266712405639,275.566442131047,0.00254550051456344,183.710961420698,0.00169700034304229,183.710961420698,0.00169700034304229,122.473974280465,0.00113133356202819
48087,2381029957.65673,39712,3005,143,833,4.75873544093178,27.720465890183,22.2222222222222,20.8042539049518,3.59281437125749,2.52525252525253,502,90.0646478394012,1067,546,17.8606476938175,1392,484,25.7995735607676,county2010,0,0,0.496,1.26205887932521,7,12,4,9,14,17,11,13,13,14,232.945091514143,0.00293990421140648,399.334442595674,0.00503983579098253,133.111480865225,0.00167994526366084,299.500831946755,0.0037798768432369,465.890183028286,0.00587980842281295,565.723793677205,0.00713976737055858,366.056572379368,0.00461984947506732,432.61231281198,0.00545982210689774,432.61231281198,0.00545982210689774,465.890183028286,0.00587980842281295
48451,3989994663.45151,41398,105059,3793,36541,3.61035227824365,34.781408541867,34.8916869433748,16.7676944298731,6.08352104115271,2.95678178661007,655,76.6889732696718,41202,15265,13.8490709827261,54564,12644,18.813236519462,county2010,6,5.71107663312996,0.445,26.330611657791,37,96,41,90,145,185,169,162,163,159,35.2183059043014,0.00927319536011447,91.3772261300793,0.0240601825559727,39.025690326388,0.0102757029666133,85.6661494969493,0.0225564211462244,138.017685300641,0.0363409007355837,176.091529521507,0.0463659768005724,160.86199183316,0.0423559463745769,154.199069094509,0.0406015580632039,155.15091520003,0.0408521849648286,151.343530777944,0.0398496773583298
48083,3318896848.9358,26951,8855,189,1285,2.13438735177866,14.5115753811406,27.378791807104,29.4314381270903,4.98640072529465,0.483779169038133,449,91.8585905112851,2546,1934,21.7425519955031,4689,1340,22.2259081107978,county2010,0,0,0.497,2.6680552011851,6,17,9,17,28,35,36,33,33,32,67.7583286278939,0.00180782961119261,191.981931112366,0.00512218389837907,101.637492941841,0.00271174441678892,191.981931112366,0.00512218389837907,316.205533596838,0.00843653818556553,395.256916996047,0.0105456727319569,406.549971767363,0.0108469776671557,372.670807453416,0.00994306286155938,372.670807453416,0.00994306286155938,361.377752682101,0.00964175792636061
48039,3737511556.83605,65607,302607,34088,80104,11.2647757652665,26.4712977558351,25.4360206025012,10.6234587197388,5.46429905272808,3.7056346895412,821,82.5689808295597,112570,29923,9.55499639169003,161811,30045,15.6601826369777,county2010,15,4.95692432759322,0.416,80.9648332582465,76,217,136,254,382,401,358,358,360,343,25.1150832598056,0.0203343852839714,71.7101719391819,0.0580600211397605,44.9427805701785,0.0363878473502646,83.9372519472451,0.0679596560806413,126.236339542707,0.102207041822067,132.515110357659,0.10729063814306,118.305260618558,0.0957856569955495,118.305260618558,0.0957856569955495,118.966183862237,0.0963207723977593,113.348336290965,0.0917722914789762
48289,2798790530.07178,40355,16697,1167,2165,6.98927951128945,12.9664011499072,18.75,16.6584341812793,5.42387669041733,3.60785507687624,616,87.4385283225062,4874,3615,21.5165763942622,9286,2519,21.3384159254553,county2010,2,11.9781996765886,0.454,5.96579123038972,11,28,9,25,45,65,66,62,62,56,65.8800982212374,0.00393026912225471,167.694795472241,0.0100043214021029,53.9018985446487,0.00321567473639022,149.727495957358,0.00893242982330617,269.509492723244,0.0160783736819511,389.29148948913,0.023224317540596,395.280589327424,0.0235816147335283,371.324189974247,0.0221524259617993,371.324189974247,0.0221524259617993,335.389590944481,0.0200086428042058
48131,4650574165.93764,30493,11204,21,9993,0.187433059621564,89.1913602284898,22.4449877750611,22.9100529100529,7.83356124243016,3.18994683421943,533,83.9389107996979,4223,1891,16.0499066372433,4861,2626,35.0741284893816,county2010,1,8.92538379150303,0.467,2.40916489023266,1,7,4,9,13,11,8,8,8,8,8.92538379150303,0.0002150272126234,62.4776865405212,0.00150519048836386,35.7015351660121,0.00086010885049363,80.3284541235273,0.00193524491361067,116.029989289539,0.0027953537641043,98.1792217065334,0.00236529933885749,71.4030703320243,0.00172021770098726,71.4030703320243,0.00172021770098726,71.4030703320243,0.00172021770098726,71.4030703320243,0.00172021770098726
48279,2635871439.16023,35458,13793,579,7135,4.19778148336113,51.7291379685348,27.6520370005904,17.9216109313197,8.04614701967165,2.87260616153206,590,83.0747022735475,5218,2227,15.933319024111,6265,2444,28.0629234125617,county2010,0,0,0.42,5.23280452721714,13,27,8,21,39,45,36,37,37,36,94.2507068803016,0.00493195525656658,195.751468136011,0.0102432916867152,58.0004350032625,0.00303504938865636,152.251141883564,0.00796700464522293,282.752120640905,0.0147958657696997,326.252446893352,0.017072152811192,261.001957514681,0.0136577222489536,268.252011890089,0.0140371034225356,268.252011890089,0.0140371034225356,261.001957514681,0.0136577222489536
48343,670031230.97658,38843,12789,2935,902,22.949409648917,7.05293611697553,24.3398392652124,16.660262814109,6.86118479221928,1.48119274995128,498,86.1302031044868,3986,2506,19.3752899335086,7383,1584,17.6647708263633,county2010,0,0,0.444,19.0871699836437,7,15,12,19,32,48,46,44,44,42,54.7345374931582,0.0104472742110803,117.288294628196,0.0223870161666006,93.8306357025569,0.0179096129332805,148.565173195715,0.0283568871443608,250.215028540152,0.0477589678220813,375.322542810228,0.0716384517331219,359.684103526468,0.0686535162442419,344.045664242709,0.0656685807553618,344.045664242709,0.0656685807553618,328.407224958949,0.0626836452664817
48423,2459767471.44046,46139,205587,36109,34506,17.5638537456162,16.7841351836449,33.5032572259819,15.3796155096123,7.2309882548345,3.90961309484868,752,80.6905976767269,76353,29851,14.2341474579666,108799,20360,15.763516286128,county2010,16,7.78259325735577,0.479,83.579851505072,118,263,152,280,473,507,488,474,475,441,57.3966252729988,0.047972014172095,127.926376667785,0.106920675654754,73.9346359448798,0.0617944589335461,136.195382003726,0.11383189803548,230.07291317058,0.192294599181364,246.610923842461,0.206117043942815,237.369094349351,0.198392736576122,230.559325249165,0.192701141674348,231.045737327749,0.193107684167332,214.507726655868,0.179285239405881
48239,2205632356.22288,47483,13858,965,3766,6.96348679463126,27.1756386202915,26.116578349735,11.6554664354361,5.30986117074567,5.08946322067594,602,86.6467763062145,4693,2313,16.4333925399645,7113,2104,22.8273841814039,county2010,0,0,0.457,6.28300539793118,9,24,13,26,40,43,40,37,39,35,64.9444364266128,0.00408046244634006,173.185163804301,0.0108812331902402,93.8086303939963,0.00589400131138009,187.617260787993,0.0117880026227602,288.641939673835,0.0181353886504003,310.290085149372,0.0194955427991803,288.641939673835,0.0181353886504003,266.993794198297,0.0167752345016203,281.425891181989,0.0176820039341403,252.561697214605,0.0158684650691003
