name,geoid,closure_rate_per_10000_2002-2007,closure_rate_per_10000_2001-2006,closure_rate_per_10000_2003-2008,closure_rate_per_10000_2004-2009,closure_rate_per_10000_2005-2010,closure_rate_per_10000_2006-2011,closure_rate_per_10000_2007-2012,closure_rate_per_10000_2008-2013,closure_rate_per_10000_2009-2014,closure_rate_per_10000_2010-2015,closure_rate_per_10000_2011-2016,closure_rate_per_10000_2012-2017,closure_rate_per_10000_2013-2018,closure_rate_per_10000_2014-2019,closure_rate_per_10000_2015-2020,closure_rate_per_10000_2016-2021,closure_rate_per_10000_2001-2007,closure_rate_per_10000_2002-2008,closure_rate_per_10000_2003-2009,closure_rate_per_10000_2004-2010,closure_rate_per_10000_2005-2011,closure_rate_per_10000_2006-2012,closure_rate_per_10000_2007-2013,closure_rate_per_10000_2008-2014,closure_rate_per_10000_2009-2015,closure_rate_per_10000_2010-2016,closure_rate_per_10000_2011-2017,closure_rate_per_10000_2012-2018,closure_rate_per_10000_2013-2019,closure_rate_per_10000_2014-2020,closure_rate_per_10000_2015-2021,closure_rate_per_10000_2001-2008,closure_rate_per_10000_2002-2009,closure_rate_per_10000_2003-2010,closure_rate_per_10000_2004-2011,closure_rate_per_10000_2005-2012,closure_rate_per_10000_2006-2013,closure_rate_per_10000_2007-2014,closure_rate_per_10000_2008-2015,closure_rate_per_10000_2009-2016,closure_rate_per_10000_2010-2017,closure_rate_per_10000_2011-2018,closure_rate_per_10000_2012-2019,closure_rate_per_10000_2013-2020,closure_rate_per_10000_2014-2021,closure_rate_per_10000_2001-2009,closure_rate_per_10000_2002-2010,closure_rate_per_10000_2003-2011,closure_rate_per_10000_2004-2012,closure_rate_per_10000_2005-2013,closure_rate_per_10000_2006-2014,closure_rate_per_10000_2007-2015,closure_rate_per_10000_2008-2016,closure_rate_per_10000_2009-2017,closure_rate_per_10000_2010-2018,closure_rate_per_10000_2011-2019,closure_rate_per_10000_2012-2020,closure_rate_per_10000_2013-2021,closure_rate_per_10000_2001-2010,closure_rate_per_10000_2002-2011,closure_rate_per_10000_2003-2012,closure_rate_per_10000_2004-2013,closure_rate_per_10000_2005-2014,closure_rate_per_10000_2006-2015,closure_rate_per_10000_2007-2016,closure_rate_per_10000_2008-2017,closure_rate_per_10000_2009-2018,closure_rate_per_10000_2010-2019,closure_rate_per_10000_2011-2020,closure_rate_per_10000_2012-2021,closure_rate_per_10000_2001-2011,closure_rate_per_10000_2002-2012,closure_rate_per_10000_2003-2013,closure_rate_per_10000_2004-2014,closure_rate_per_10000_2005-2015,closure_rate_per_10000_2006-2016,closure_rate_per_10000_2007-2017,closure_rate_per_10000_2008-2018,closure_rate_per_10000_2009-2019,closure_rate_per_10000_2010-2020,closure_rate_per_10000_2011-2021,closure_rate_per_10000_2001-2012,closure_rate_per_10000_2002-2013,closure_rate_per_10000_2003-2014,closure_rate_per_10000_2004-2015,closure_rate_per_10000_2005-2016,closure_rate_per_10000_2006-2017,closure_rate_per_10000_2007-2018,closure_rate_per_10000_2008-2019,closure_rate_per_10000_2009-2020,closure_rate_per_10000_2010-2021,closure_rate_per_10000_2001-2013,closure_rate_per_10000_2002-2014,closure_rate_per_10000_2003-2015,closure_rate_per_10000_2004-2016,closure_rate_per_10000_2005-2017,closure_rate_per_10000_2006-2018,closure_rate_per_10000_2007-2019,closure_rate_per_10000_2008-2020,closure_rate_per_10000_2009-2021,closure_rate_per_10000_2001-2014,closure_rate_per_10000_2002-2015,closure_rate_per_10000_2003-2016,closure_rate_per_10000_2004-2017,closure_rate_per_10000_2005-2018,closure_rate_per_10000_2006-2019,closure_rate_per_10000_2007-2020,closure_rate_per_10000_2008-2021,closure_rate_per_10000_2001-2015,closure_rate_per_10000_2002-2016,closure_rate_per_10000_2003-2017,closure_rate_per_10000_2004-2018,closure_rate_per_10000_2005-2019,closure_rate_per_10000_2006-2020,closure_rate_per_10000_2007-2021,closure_rate_per_10000_2001-2016,closure_rate_per_10000_2002-2017,closure_rate_per_10000_2003-2018,closure_rate_per_10000_2004-2019,closure_rate_per_10000_2005-2020,closure_rate_per_10000_2006-2021,closure_rate_per_10000_2001-2017,closure_rate_per_10000_2002-2018,closure_rate_per_10000_2003-2019,closure_rate_per_10000_2004-2020,closure_rate_per_10000_2005-2021,closure_rate_per_10000_2001-2018,closure_rate_per_10000_2002-2019,closure_rate_per_10000_2003-2020,closure_rate_per_10000_2004-2021,closure_rate_per_10000_2001-2019,closure_rate_per_10000_2002-2020,closure_rate_per_10000_2003-2021,closure_rate_per_10000_2001-2020,closure_rate_per_10000_2002-2021,closure_rate_per_10000_2001-2021,closure_count_2001-2006,reopening_count_2001-2006,persistence_2001-2006,closure_count_2002-2007,reopening_count_2002-2007,persistence_2002-2007,closure_count_2003-2008,reopening_count_2003-2008,persistence_2003-2008,closure_count_2004-2009,reopening_count_2004-2009,persistence_2004-2009,closure_count_2005-2010,reopening_count_2005-2010,persistence_2005-2010,closure_count_2006-2011,reopening_count_2006-2011,persistence_2006-2011,closure_count_2007-2012,reopening_count_2007-2012,persistence_2007-2012,closure_count_2008-2013,reopening_count_2008-2013,persistence_2008-2013,closure_count_2009-2014,reopening_count_2009-2014,persistence_2009-2014,closure_count_2010-2015,reopening_count_2010-2015,persistence_2010-2015,closure_count_2011-2016,reopening_count_2011-2016,persistence_2011-2016,closure_count_2012-2017,reopening_count_2012-2017,persistence_2012-2017,closure_count_2013-2018,reopening_count_2013-2018,persistence_2013-2018,closure_count_2014-2019,reopening_count_2014-2019,persistence_2014-2019,closure_count_2015-2020,reopening_count_2015-2020,persistence_2015-2020,closure_count_2016-2021,reopening_count_2016-2021,persistence_2016-2021,closure_count_2001-2007,reopening_count_2001-2007,persistence_2001-2007,closure_count_2002-2008,reopening_count_2002-2008,persistence_2002-2008,closure_count_2003-2009,reopening_count_2003-2009,persistence_2003-2009,closure_count_2004-2010,reopening_count_2004-2010,persistence_2004-2010,closure_count_2005-2011,reopening_count_2005-2011,persistence_2005-2011,closure_count_2006-2012,reopening_count_2006-2012,persistence_2006-2012,closure_count_2007-2013,reopening_count_2007-2013,persistence_2007-2013,closure_count_2008-2014,reopening_count_2008-2014,persistence_2008-2014,closure_count_2009-2015,reopening_count_2009-2015,persistence_2009-2015,closure_count_2010-2016,reopening_count_2010-2016,persistence_2010-2016,closure_count_2011-2017,reopening_count_2011-2017,persistence_2011-2017,closure_count_2012-2018,reopening_count_2012-2018,persistence_2012-2018,closure_count_2013-2019,reopening_count_2013-2019,persistence_2013-2019,closure_count_2014-2020,reopening_count_2014-2020,persistence_2014-2020,closure_count_2015-2021,reopening_count_2015-2021,persistence_2015-2021,closure_count_2001-2008,reopening_count_2001-2008,persistence_2001-2008,closure_count_2002-2009,reopening_count_2002-2009,persistence_2002-2009,closure_count_2003-2010,reopening_count_2003-2010,persistence_2003-2010,closure_count_2004-2011,reopening_count_2004-2011,persistence_2004-2011,closure_count_2005-2012,reopening_count_2005-2012,persistence_2005-2012,closure_count_2006-2013,reopening_count_2006-2013,persistence_2006-2013,closure_count_2007-2014,reopening_count_2007-2014,persistence_2007-2014,closure_count_2008-2015,reopening_count_2008-2015,persistence_2008-2015,closure_count_2009-2016,reopening_count_2009-2016,persistence_2009-2016,closure_count_2010-2017,reopening_count_2010-2017,persistence_2010-2017,closure_count_2011-2018,reopening_count_2011-2018,persistence_2011-2018,closure_count_2012-2019,reopening_count_2012-2019,persistence_2012-2019,closure_count_2013-2020,reopening_count_2013-2020,persistence_2013-2020,closure_count_2014-2021,reopening_count_2014-2021,persistence_2014-2021,closure_count_2001-2009,reopening_count_2001-2009,persistence_2001-2009,closure_count_2002-2010,reopening_count_2002-2010,persistence_2002-2010,closure_count_2003-2011,reopening_count_2003-2011,persistence_2003-2011,closure_count_2004-2012,reopening_count_2004-2012,persistence_2004-2012,closure_count_2005-2013,reopening_count_2005-2013,persistence_2005-2013,closure_count_2006-2014,reopening_count_2006-2014,persistence_2006-2014,closure_count_2007-2015,reopening_count_2007-2015,persistence_2007-2015,closure_count_2008-2016,reopening_count_2008-2016,persistence_2008-2016,closure_count_2009-2017,reopening_count_2009-2017,persistence_2009-2017,closure_count_2010-2018,reopening_count_2010-2018,persistence_2010-2018,closure_count_2011-2019,reopening_count_2011-2019,persistence_2011-2019,closure_count_2012-2020,reopening_count_2012-2020,persistence_2012-2020,closure_count_2013-2021,reopening_count_2013-2021,persistence_2013-2021,closure_count_2001-2010,reopening_count_2001-2010,persistence_2001-2010,closure_count_2002-2011,reopening_count_2002-2011,persistence_2002-2011,closure_count_2003-2012,reopening_count_2003-2012,persistence_2003-2012,closure_count_2004-2013,reopening_count_2004-2013,persistence_2004-2013,closure_count_2005-2014,reopening_count_2005-2014,persistence_2005-2014,closure_count_2006-2015,reopening_count_2006-2015,persistence_2006-2015,closure_count_2007-2016,reopening_count_2007-2016,persistence_2007-2016,closure_count_2008-2017,reopening_count_2008-2017,persistence_2008-2017,closure_count_2009-2018,reopening_count_2009-2018,persistence_2009-2018,closure_count_2010-2019,reopening_count_2010-2019,persistence_2010-2019,closure_count_2011-2020,reopening_count_2011-2020,persistence_2011-2020,closure_count_2012-2021,reopening_count_2012-2021,persistence_2012-2021,closure_count_2001-2011,reopening_count_2001-2011,persistence_2001-2011,closure_count_2002-2012,reopening_count_2002-2012,persistence_2002-2012,closure_count_2003-2013,reopening_count_2003-2013,persistence_2003-2013,closure_count_2004-2014,reopening_count_2004-2014,persistence_2004-2014,closure_count_2005-2015,reopening_count_2005-2015,persistence_2005-2015,closure_count_2006-2016,reopening_count_2006-2016,persistence_2006-2016,closure_count_2007-2017,reopening_count_2007-2017,persistence_2007-2017,closure_count_2008-2018,reopening_count_2008-2018,persistence_2008-2018,closure_count_2009-2019,reopening_count_2009-2019,persistence_2009-2019,closure_count_2010-2020,reopening_count_2010-2020,persistence_2010-2020,closure_count_2011-2021,reopening_count_2011-2021,persistence_2011-2021,closure_count_2001-2012,reopening_count_2001-2012,persistence_2001-2012,closure_count_2002-2013,reopening_count_2002-2013,persistence_2002-2013,closure_count_2003-2014,reopening_count_2003-2014,persistence_2003-2014,closure_count_2004-2015,reopening_count_2004-2015,persistence_2004-2015,closure_count_2005-2016,reopening_count_2005-2016,persistence_2005-2016,closure_count_2006-2017,reopening_count_2006-2017,persistence_2006-2017,closure_count_2007-2018,reopening_count_2007-2018,persistence_2007-2018,closure_count_2008-2019,reopening_count_2008-2019,persistence_2008-2019,closure_count_2009-2020,reopening_count_2009-2020,persistence_2009-2020,closure_count_2010-2021,reopening_count_2010-2021,persistence_2010-2021,closure_count_2001-2013,reopening_count_2001-2013,persistence_2001-2013,closure_count_2002-2014,reopening_count_2002-2014,persistence_2002-2014,closure_count_2003-2015,reopening_count_2003-2015,persistence_2003-2015,closure_count_2004-2016,reopening_count_2004-2016,persistence_2004-2016,closure_count_2005-2017,reopening_count_2005-2017,persistence_2005-2017,closure_count_2006-2018,reopening_count_2006-2018,persistence_2006-2018,closure_count_2007-2019,reopening_count_2007-2019,persistence_2007-2019,closure_count_2008-2020,reopening_count_2008-2020,persistence_2008-2020,closure_count_2009-2021,reopening_count_2009-2021,persistence_2009-2021,closure_count_2001-2014,reopening_count_2001-2014,persistence_2001-2014,closure_count_2002-2015,reopening_count_2002-2015,persistence_2002-2015,closure_count_2003-2016,reopening_count_2003-2016,persistence_2003-2016,closure_count_2004-2017,reopening_count_2004-2017,persistence_2004-2017,closure_count_2005-2018,reopening_count_2005-2018,persistence_2005-2018,closure_count_2006-2019,reopening_count_2006-2019,persistence_2006-2019,closure_count_2007-2020,reopening_count_2007-2020,persistence_2007-2020,closure_count_2008-2021,reopening_count_2008-2021,persistence_2008-2021,closure_count_2001-2015,reopening_count_2001-2015,persistence_2001-2015,closure_count_2002-2016,reopening_count_2002-2016,persistence_2002-2016,closure_count_2003-2017,reopening_count_2003-2017,persistence_2003-2017,closure_count_2004-2018,reopening_count_2004-2018,persistence_2004-2018,closure_count_2005-2019,reopening_count_2005-2019,persistence_2005-2019,closure_count_2006-2020,reopening_count_2006-2020,persistence_2006-2020,closure_count_2007-2021,reopening_count_2007-2021,persistence_2007-2021,closure_count_2001-2016,reopening_count_2001-2016,persistence_2001-2016,closure_count_2002-2017,reopening_count_2002-2017,persistence_2002-2017,closure_count_2003-2018,reopening_count_2003-2018,persistence_2003-2018,closure_count_2004-2019,reopening_count_2004-2019,persistence_2004-2019,closure_count_2005-2020,reopening_count_2005-2020,persistence_2005-2020,closure_count_2006-2021,reopening_count_2006-2021,persistence_2006-2021,closure_count_2001-2017,reopening_count_2001-2017,persistence_2001-2017,closure_count_2002-2018,reopening_count_2002-2018,persistence_2002-2018,closure_count_2003-2019,reopening_count_2003-2019,persistence_2003-2019,closure_count_2004-2020,reopening_count_2004-2020,persistence_2004-2020,closure_count_2005-2021,reopening_count_2005-2021,persistence_2005-2021,closure_count_2001-2018,reopening_count_2001-2018,persistence_2001-2018,closure_count_2002-2019,reopening_count_2002-2019,persistence_2002-2019,closure_count_2003-2020,reopening_count_2003-2020,persistence_2003-2020,closure_count_2004-2021,reopening_count_2004-2021,persistence_2004-2021,closure_count_2001-2019,reopening_count_2001-2019,persistence_2001-2019,closure_count_2002-2020,reopening_count_2002-2020,persistence_2002-2020,closure_count_2003-2021,reopening_count_2003-2021,persistence_2003-2021,closure_count_2001-2020,reopening_count_2001-2020,persistence_2001-2020,closure_count_2002-2021,reopening_count_2002-2021,persistence_2002-2021,closure_count_2001-2021,reopening_count_2001-2021,persistence_2001-2021
"Autauga County, AL",01001,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0.071217463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,4,1,0,4,1,0,4,2,0,4,3,0,4,1,0,4,0,0,4,0,0,4,0,0,4,2,0,4,1,0,4,0,0,4,0,0,5,0,0,4,0,0,4,1,0,4,1,0,4,1,0,4,3,0,4,3,0,4,3,0,4,1,0,4,0,0,4,0,0,4,1,0,4,2,0,4,1,0,4,0,0,4,0,0,4,1,0,4,1,0,4,1,0,4,3,0,4,4,0,4,3,0,4,3,0,4,1,0,4,0,0,4,1,0,4,1,0,4,2,0,4,1,0,4,0,0,4,1,0,4,1,0,4,3,0,4,4,0,4,4,0,4,3,0,4,3,0,4,1,0,4,1,0,4,1,0,4,1,0,4,2,0,4,1,0,4,1,0,4,3,1,4,4,0,4,4,0,4,4,0,4,3,0,4,3,0,4,2,0,4,1,0,4,1,0,4,1,0,4,2,0,4,3,2,4,4,1,4,4,0,4,4,0,4,4,0,4,3,0,4,4,0,4,2,0,4,1,0,4,1,0,4,1,0,4,4,3,4,4,1,4,4,0,4,4,0,4,4,0,4,4,1,4,4,0,4,2,0,4,1,0,4,1,0,4,4,3,4,4,1,4,4,0,4,4,0,4,5,1,4,4,1,4,4,0,4,2,0,4,1,0,4,4,3,3,4,1,4,4,0,4,5,1,4,5,1,4,4,1,4,4,0,4,2,0,4,4,3,3,4,1,3,5,1,4,5,1,4,5,1,4,4,1,4,4,0,4,4,3,3,5,2,3,5,1,3,5,1,4,5,1,3,4,1,3,5,4,3,5,2,3,5,1,3,5,1,3,5,1,3,5,4,3,5,2,3,5,1,3,5,1,3,5,4,3,5,2,3,5,1,3,5,4,3,5,2,3,5,4,3
"Baldwin County, AL",01003,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barbour County, AL",01005,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0.054865169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bibb County, AL",01007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,3,1,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,1,0,2,1,0,2,0,0,3,1,0,3,1,0,2,0,0,2,0,0,2,0,0,3,1,0,3,1,0,3,1,0,3,0,0,3,0,0,3,0,0,3,0,0,2,1,0,2,1,0,2,1,0,2,1,0,3,1,0,2,1,0,2,0,0,2,1,0,3,1,0,3,1,0,3,1,0,3,0,0,3,0,0,3,0,0,2,1,0,2,1,0,2,1,0,2,2,0,2,1,0,2,1,0,2,1,0,2,1,0,3,1,0,3,1,0,3,1,0,3,0,0,2,0,0,2,1,0,2,1,0,2,1,0,2,2,0,2,2,0,2,1,0,2,1,0,2,1,0,3,1,0,3,1,0,2,1,0,2,0,0,2,1,0,2,1,0,2,1,0,2,2,0,2,2,0,2,2,0,2,1,0,2,1,0,3,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,1,0,2,2,0,2,2,0,2,2,0,2,2,0,2,1,0,2,1,0,2,1,0,2,2,0,2,1,0,2,1,0,2,2,1,2,2,0,2,2,0,2,2,0,2,1,0,2,1,0,2,2,0,2,2,0,2,1,0,2,2,1,2,2,1,2,2,0,2,2,0,2,1,0,2,2,0,2,2,0,2,2,0,2,2,1,2,2,1,2,2,1,2,2,0,2,2,0,2,2,0,2,2,0,2,3,1,2,2,1,2,2,1,2,2,1,2,2,0,2,2,0,2,3,1,2,3,1,2,2,1,2,2,1,2,2,0,2,3,1,2,3,1,2,3,1,2,2,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2
"Blount County, AL",01009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
"Bullock County, AL",01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
