geoid,2000_2006,2007_2024,2010_2015
390610227001,2,4,0
390610227002,1,8,0
390610227003,2,8,1
390610227004,0,3,0
390610230011,2,0,0
390610230012,0,3,0
390610230013,,0,1
390610230014,0,5,0
390610230021,0,3,0
390610230022,0,0,0
390610230023,1,6,1
390610231001,1,2,0
390610231002,0,1,0
390610232011,1,1,0
390610232012,1,3,0
390610232013,0,1,0
390610232102,0,3,1
390610232103,0,5,0
390610232221,0,,
390610232222,0,2,1
390610232223,1,3,1
390610233001,1,5,1
390610233002,,0,
390610233003,2,17,4
390610234001,3,4,2
390610234002,0,2,0
390610234003,0,1,0
390610234004,2,2,
390610235011,4,4,0
390610235012,0,,
390610235013,0,4,2
390610235211,0,5,0
390610235212,0,4,0
390610235221,1,1,0
390610235222,0,2,0
390610235223,0,2,0
390610235224,2,3,1
390610235225,0,4,0
390610236001,1,2,0
390610236002,0,0,0
390610236004,1,3,0
390610237011,0,3,0
390610237012,0,5,0
390610237013,0,0,
390610237014,,0,
390610237021,,1,
390610237022,2,0,0
390610237023,0,,
390610238001,0,0,0
390610238002,1,10,1
390610238004,2,2,0
390610238005,0,3,0
390610239011,,0,0
390610239012,0,2,1
390610239013,,0,
390610239021,1,4,0
390610239022,1,2,0
390610239023,1,2,0
390610239024,0,3,0
390610240011,0,1,0
390610240012,0,6,0
390610240013,0,1,
390610240014,0,0,0
390610240015,1,0,0
390610240016,0,1,0
390610240021,0,3,0
390610240022,0,1,0
390610241002,1,2,0
390610241003,1,0,0
390610241004,1,1,0
390610241005,1,3,0
390610241006,1,4,0
390610242001,0,3,0
390610242002,1,2,0
390610243011,1,0,
390610243012,0,0,
390610243013,0,2,0
390610243014,0,2,0
390610243031,0,3,0
390610243032,0,1,0
390610243033,1,3,0
390610243034,0,1,1
390610243035,2,6,2
390610243212,2,3,0
390610243213,2,0,0
390610243214,1,0,0
390610243221,0,0,0
390610243222,,0,
390610243223,0,0,0
390610243224,0,2,0
390610243225,0,1,0
390610243226,1,0,0
390610244001,0,1,
390610244002,3,,
390610244003,1,2,0
390610244004,0,1,0
390610244005,0,0,0
390610244006,0,1,1
390610244007,0,1,0
390610247001,0,0,0
390610247002,1,4,0
390610248001,1,6,0
390610248003,,1,0
390610249011,0,5,1
390610249021,0,3,0
390610249022,2,0,0
390610249023,,0,
390610249024,,0,
390610249025,1,1,
390610250013,0,5,1
390610250014,0,0,0
390610250015,1,7,0
390610250022,1,1,
390610250023,0,0,
390610250024,0,1,0
390610250025,0,0,0
390610251011,1,2,
390610251012,1,0,0
390610251021,0,2,0
390610251022,1,2,0
390610251023,3,1,0
390610251024,0,1,0
390610251025,0,0,0
390610251026,0,1,0
390610251031,0,2,0
390610251032,0,2,2
390610251034,0,4,0
390610251041,0,,
390610251042,0,2,1
390610252001,3,2,0
390610252002,0,,
390610252004,0,2,0
390610252005,0,0,0
390610253001,0,0,0
390610253002,0,1,0
390610253003,1,0,0
390610254011,1,3,0
390610254012,1,3,0
390610254021,1,2,0
390610254022,0,0,0
390610254023,1,2,
390610254024,1,2,0
390610255001,3,13,2
390610255002,,0,0
390610255003,0,1,1
390610255004,0,,
390610256001,,0,0
390610256002,0,1,0
390610256003,,0,
390610256004,1,1,0
390610257001,0,1,
390610257002,0,8,2
390610257003,1,2,0
390610258002,,1,0
390610258003,0,0,0
390610258004,1,7,1
390610258005,0,2,1
390610260011,2,5,2
390610260012,0,1,0
390610260013,1,,
390610260022,1,0,0
390610260023,0,2,0
390610260024,0,2,0
390610261011,1,3,1
390610261012,1,5,1
390610261013,0,2,2
390610261014,2,6,4
390610261015,1,2,0
390610261021,0,,
390610261023,,0,0
390610262001,,0,0
390610262002,,0,0
390610263001,,1,0
390610263002,0,5,0
390610264002,0,1,0
390610264003,,0,
390610265001,1,4,0
390610265002,2,2,0
390610266001,1,0,0
390610266002,2,1,0
390610266003,1,5,1
390610267001,2,7,0
390610267002,2,6,0
390610268001,0,1,0
390610269001,1,3,1
390610269002,0,1,1
390610269003,0,5,0
390610269004,1,6,0
390610270001,0,1,0
390610270002,0,2,1
390610270003,0,2,0
390610270004,2,,
390610271001,0,8,1
390610271002,0,2,0
390610271003,0,1,
390610271004,2,2,1
390610272001,1,1,0
390610272002,0,1,0
390610272003,1,1,0
390610273001,0,2,1
390610273002,0,0,0
390610274001,,0,
390610274002,1,2,0
390610274003,0,0,0
390610274004,3,7,1
390630001001,1,1,0
390630001002,1,3,0
390630002001,2,0,0
390630002002,0,2,0
390630002003,1,9,2
390630003001,,0,
390630003002,,1,0
390630003003,2,0,
390630003004,1,0,0
390630003005,0,0,0
390630003006,1,2,1
390630004001,0,4,0
390630004002,0,0,0
390630004003,0,2,0
390630004004,1,1,0
390630004005,1,7,1
390630004006,0,2,0
390630004007,0,1,0
390630005001,0,2,0
390630005002,1,2,0
390630005003,2,4,1
390630005004,2,2,0
390630005005,0,2,0
390630006001,0,,
390630006002,0,3,0
390630006003,4,12,4
390630006004,3,6,0
390630006005,0,3,0
390630007001,0,0,0
390630007002,1,0,0
390630007003,1,5,1
390630007004,0,4,0
390630008001,1,0,0
390630008002,2,0,
390630008003,,0,0
390630008004,0,2,0
390630008005,3,0,0
390630009001,0,1,0
390630009002,2,,
390630009003,1,2,0
390630009004,1,3,0
390630010001,1,1,0
390630010002,1,1,0
390630010003,0,0,0
390630010004,0,0,0
390630010005,0,1,0
390630011001,1,1,1
390630011002,0,3,0
390630011003,0,0,0
390630011004,2,4,0
390630012002,,2,0
390630012003,1,3,0
390630012004,1,0,0
390630012005,0,3,0
390630013001,0,3,0
390630013002,1,2,0
390630013003,1,3,1
390630013004,1,1,0
390630013005,0,0,0
390650001002,0,1,0
390650001003,1,2,0
390650002001,0,2,1
390650002002,2,2,1
390650002003,1,4,1
390650002004,0,3,1
390650002005,1,,
390650003001,2,1,0
390650003002,0,5,0
390650003003,0,4,0
390650004001,,1,0
390650004002,1,4,0
390650004003,,0,0
390650004004,2,0,0
390650004005,3,3,0
390650005001,0,0,0
390650005002,0,1,1
390650005003,0,3,0
390650005004,1,4,0
390650006001,0,0,0
390650006002,0,1,0
390650006003,1,3,1
390650006004,2,1,0
390650007001,1,0,0
390650007002,0,0,0
390650007003,,0,0
390650007004,1,1,0
390679756001,0,1,1
390679756002,1,2,0
390679756003,,0,0
390679756004,,5,3
390679757001,0,7,1
390679757002,1,1,0
390679757003,,0,
390679757004,0,1,0
390679758001,0,3,0
390679758002,1,3,0
390679759001,,0,
390679759003,1,1,0
390679760001,,1,0
390679760002,3,1,0
390679760003,1,5,0
390679760004,3,5,1
390690001001,0,5,1
390690001002,0,1,0
390690001003,0,0,0
390690001004,0,2,1
390690002001,0,0,0
390690002002,1,3,0
390690002003,0,0,0
390690003001,0,4,2
390690003002,1,4,0
390690003003,2,8,2
390690003005,1,,
390690004001,0,5,0
390690004002,1,6,1
390690004003,0,1,0
390690005001,0,0,
390690005002,0,3,0
390690005003,,2,1
390690005004,1,1,1
390690006001,1,3,0
390690006002,1,3,2
390690006003,2,2,0
390690006004,3,7,4
390690007001,0,2,1
390690007002,0,6,3
390690007003,1,1,0
390690007004,0,0,0
390719544001,1,4,0
390719544002,2,5,2
390719544003,0,1,0
390719544004,,1,0
390719545001,0,3,0
390719545002,1,1,
390719545003,1,2,
390719545004,0,2,0
390719546001,,0,0
390719546002,0,4,0
390719546003,0,1,0
390719546004,0,2,0
390719547001,0,2,0
390719547002,2,3,1
390719547003,1,2,0
390719547004,1,4,1
390719548001,0,2,1
390719548002,0,1,0
390719548003,0,4,1
390719548004,0,5,1
390719549001,1,1,0
390719549002,2,9,2
390719549003,0,2,0
390719549004,0,1,0
390719550002,0,0,0
390719550003,0,4,3
390719551001,2,7,1
390719551002,1,4,1
390719551003,0,2,1
390719551004,0,5,2
390719552001,0,2,0
390719552002,0,2,0
390719552003,0,0,0
390719552004,0,3,0
390739649001,,0,0
390739649002,1,1,0
390739649003,0,2,1
390739650001,,0,0
390739650002,0,3,1
390739650003,1,3,0
390739651001,0,1,0
390739651002,1,1,1
390739651003,0,1,0
390739652001,0,0,0
390739652002,2,0,0
390739652003,3,3,0
390739652004,2,3,0
390739653001,0,0,0
390739653002,1,3,0
390739653003,1,2,0
390739653004,0,0,0
390739654001,0,0,0
390739654002,0,1,0
390739654003,0,1,0
390739654004,2,1,0
390739655001,0,1,0
390739655002,0,3,1
390759763011,0,2,1
390759763012,,1,0
390759763021,,0,0
390759763022,,0,0
390759763023,0,2,0
390759764001,2,2,2
390759764002,2,,
390759764003,0,6,1
390759764004,1,3,0
390759765001,1,3,1
390759765002,1,0,0
390759765003,1,3,1
390759766001,0,3,1
390759766002,1,1,
390759766003,3,5,3
390759767001,0,5,0
390759767002,0,2,0
390759767003,1,2,0
390759767004,7,6,0
390759768011,0,2,0
390759768012,0,0,0
390759768022,1,1,0
390779154001,0,1,1
390779154002,0,1,0
390779154003,1,1,1
390779155001,1,1,0
390779155002,1,1,0
390779155003,0,1,0
390779155004,1,1,0
390779156001,1,1,
390779156002,5,5,0
390779156003,0,0,0
390779156004,1,1,1
390779157001,2,1,1
390779157002,0,1,0
390779157003,1,1,
390779157004,0,1,1
390779158001,0,1,0
390779158002,1,0,
390779158003,1,0,0
390779158004,0,3,1
390779159001,2,4,0
390779159002,3,,
390779159003,,1,0
390779160001,0,0,0
390779160002,1,,
390779160003,,1,0
390779160004,0,3,1
390779161001,0,1,0
390779161002,0,1,0
390779161003,2,1,1
390779162001,1,4,1
390779162002,1,4,2
390779162003,0,3,2
390779162004,1,1,0
390779163001,1,1,0
390779163002,0,2,0
390779163003,2,5,1
390779163004,0,2,1
390779164001,1,0,0
390779164002,1,1,0
390779164003,,1,0
390779164004,0,1,0
390779165001,0,0,0
390779165002,1,0,0
390779165003,1,0,0
390779166001,0,1,1
390779166002,0,1,
390779166003,1,3,0
390779166004,2,2,0
390799572002,2,2,1
390799572003,1,1,0
390799572004,0,6,4
390799572005,1,2,1
390799573001,0,1,0
390799573002,2,5,1
390799573003,0,2,0
390799574001,,0,
390799574002,0,2,1
390799574003,0,1,0
390799574004,0,1,0
390799575001,1,5,1
390799575002,1,1,0
390799575003,1,3,1
390799575004,0,,
390799575005,1,5,0
390799575006,1,3,0
390799576001,0,3,1
390799576002,0,1,0
390799576003,,1,1
390799577001,0,1,0
390799577002,0,0,0
390799577003,1,0,0
390799577004,2,0,0
390799577005,0,2,0
390799578001,0,2,1
390799578002,2,4,2
390799578003,2,4,2
390810002001,1,3,0
390810002002,5,17,2
390810004001,2,6,1
390810004002,0,3,1
390810004003,1,3,0
390810006001,,0,0
390810006002,3,7,0
390810008001,0,6,0
390810008002,0,1,
390810010001,0,1,0
390810010002,1,10,1
390810010003,0,0,0
390810012001,0,3,0
390810012002,1,4,0
390810012003,,1,1
390810012004,0,5,0
390810013001,0,2,0
390810013002,1,2,0
390810014001,0,0,0
390810014002,2,5,0
390810014003,1,1,0
390810014004,5,13,2
390810017001,2,4,0
390810017002,0,0,0
390810110001,0,1,0
390810110002,,3,1
390810111001,1,2,2
390810111002,0,4,1
390810111003,,1,0
390810112001,2,1,0
390810112002,0,2,0
390810112003,0,4,0
390810113001,0,5,0
390810113002,0,3,0
390810113003,0,0,
390810114011,1,,
390810114012,0,0,0
390810114013,3,6,1
390810114014,0,2,0
390810114021,0,2,0
390810114022,0,2,0
390810114023,0,0,0
390810114024,0,0,0
390810115001,0,1,1
390810115002,0,4,3
390810115003,0,4,2
390810115004,0,3,0
390810117001,0,2,0
390810117002,0,0,0
390810117003,0,3,0
390810117004,0,2,0
390810118001,0,0,0
390810118002,2,1,0
390810118003,2,4,0
390810119001,1,0,0
390810119002,0,4,0
390810119003,1,0,0
390810119004,0,1,0
390810120001,0,5,1
390810120002,,4,0
390810121001,3,3,0
390810121002,0,7,1
390810121003,0,1,0
390810122001,0,3,0
390810122002,0,0,
390810123002,0,8,0
390830067001,1,0,0
390830067002,,1,0
390830067004,1,2,1
390830068011,0,1,0
390830068012,0,2,0
390830068013,0,0,0
390830068021,1,1,0
390830068022,1,2,0
390830068023,1,3,1
390830069001,0,4,1
390830069002,2,0,0
390830069003,2,7,1
390830069004,2,5,0
390830069005,3,3,0
390830070001,1,3,1
390830070002,0,4,1
390830070003,1,0,0
390830071001,2,5,2
390830071002,1,1,0
390830071003,0,0,0
390830071004,0,1,0
390830072001,3,7,3
390830072002,2,5,0
390830072003,0,2,0
390830072004,3,3,0
390830072005,,1,0
390830073001,0,4,1
390830073002,,1,0
390830073003,0,1,0
390830073004,3,7,2
390830074001,1,6,1
390830074002,2,1,0
390830074003,2,4,0
390830075001,1,2,0
390830075002,1,,
390830075003,2,5,1
390830075004,2,7,1
390830076001,0,2,1
390830076002,3,3,0
390830076003,0,4,0
390830076004,0,0,0
390830077001,1,2,0
390830077002,0,2,0
390830077003,1,1,0
390830077004,,1,0
390852002001,,0,0
390852002002,0,1,1
390852003001,0,0,0
390852003002,2,2,0
390852003003,1,0,0
390852004001,,0,
390852006001,0,,
390852008001,0,2,0
390852008002,0,5,0
390852009001,,1,0
390852009002,4,24,5
390852010002,0,2,1
390852010003,1,0,
390852010004,0,3,2
390852011001,0,,
390852011003,0,0,1
390852012002,0,0,0
390852012004,0,0,
390852013001,0,0,0
390852013002,2,3,0
390852013003,0,0,0
390852014001,2,4,0
390852014002,6,7,1
390852015001,0,0,0
390852015002,1,4,0
390852016001,0,,
390852016002,0,0,0
390852017001,2,1,0
390852017002,,0,
390852017003,,0,0
390852018001,0,0,0
390852018002,1,0,0
390852019001,0,2,
390852020002,0,3,0
390852020003,0,0,0
390852020004,0,0,0
390852021001,,0,0
390852021002,0,,
390852024001,0,,
390852024002,0,2,1
390852025001,0,1,0
390852025002,2,0,0
390852025003,0,0,0
390852026001,0,,
390852026002,0,1,0
390852027001,0,1,0
390852027002,0,4,1
390852027003,0,,
390852027004,0,1,0
390852028001,1,2,0
390852028002,,0,0
390852028003,0,0,0
390852028004,0,1,1
390852029001,1,2,1
390852029002,0,0,0
390852029004,0,1,0
390852029005,0,2,0
390852030001,,0,0
390852030002,0,1,0
390852030003,1,2,0
390852030004,0,2,0
390852032001,0,1,
390852032003,0,0,0
390852034001,1,3,0
390852034002,2,5,0
390852035001,2,1,0
390852035002,1,,
390852035003,0,1,0
390852037001,1,6,0
390852037002,0,0,0
390852037003,0,4,1
390852040002,1,0,0
390852040003,3,6,1
390852042001,1,2,1
390852042002,0,0,0
390852042004,3,2,0
390852043011,,2,0
390852043021,2,11,3
390852043022,2,2,0
390852043023,1,6,0
390852044001,1,1,0
390852044002,1,2,0
390852044003,6,6,0
390852045001,0,3,1
390852045002,2,5,1
390852045003,1,0,0
390852047001,1,0,
390852047002,1,0,0
390852047003,0,3,0
390852048001,0,0,0
390852048002,1,0,0
390852048003,1,6,0
390852049001,0,4,0
390852049002,0,1,0
390852049003,1,3,0
390852050011,0,0,0
390852050012,1,,
390852050013,0,1,0
390852050021,0,1,1
390852050022,0,1,0
390852050023,1,1,0
390852050024,2,6,1
390852051001,1,1,0
390852051002,0,2,0
390852052001,0,2,0
390852052002,0,1,0
390852053002,0,1,0
390852054001,1,2,0
390852057011,0,0,0
390852057012,1,2,0
390852057013,0,2,1
390852057014,0,1,0
390852057021,0,2,0
390852057022,1,1,0
390852058001,0,1,0
390852059001,0,3,0
390852060001,0,2,0
390852060003,0,1,0
390852061001,1,3,0
390852062001,0,0,
390852063001,1,3,1
390852063002,0,0,0
390852063003,0,0,0
390852063004,0,1,0
390852064002,1,2,0
390852064003,0,1,0
390852065001,,0,
390852065002,3,9,1
390852066002,,1,
390852066003,1,2,0
390852066004,0,2,0
390870501001,0,0,0
390870501002,0,0,0
390870501003,1,2,1
390870502001,1,3,0
390870502002,0,3,2
390870502003,1,5,1
390870503001,2,5,1
390870503002,1,6,0
390870503003,2,2,1
390870504001,2,3,0
390870504002,2,4,2
390870504004,0,1,0
390870505001,0,2,1
390870505002,,1,0
390870505003,2,2,0
390870505004,0,3,1
390870505005,0,2,0
390870506001,,0,
390870506002,0,0,0
390870507001,0,5,1
390870507002,0,0,0
390870507003,1,2,0
390870508001,1,0,0
390870508002,2,4,1
390870508003,5,20,4
390870509001,2,1,
390870509002,5,3,0
390870510012,1,3,0
390870510013,2,1,1
390870510014,,1,
390870510021,1,1,0
390870510022,1,,
390870510023,2,1,0
390870511001,0,5,4
390870511003,1,1,1
390870511005,3,7,3
390870511006,2,1,0
390870512001,0,1,0
390870512003,0,3,1
390870512004,0,1,
390870512005,1,5,4
390870512006,1,0,0
390870513001,,0,0
390870513002,1,3,1
390870514011,1,1,
390870514012,1,1,0
390870514013,0,,
390870514014,2,6,2
390870514021,1,3,0
390870514022,0,1,
390870514023,,1,1
390897507003,0,1,0
390897507004,0,0,0
390897510001,2,2,1
390897510002,0,1,0
390897513001,0,3,1
390897513002,0,2,1
390897513003,0,2,0
390897513004,0,,
390897516001,0,1,0
390897516002,2,9,1
390897516003,2,2,1
390897519001,1,2,0
390897519002,,1,0
390897519003,0,1,
390897519004,2,1,0
390897522001,0,2,0
390897522002,0,1,0
390897522003,0,2,0
390897522004,1,1,0
390897525001,0,3,0
390897525002,0,0,0
390897525003,0,1,1
390897525004,1,1,0
390897528001,1,3,1
390897528002,0,6,0
390897528003,0,2,0
390897531002,1,3,0
390897531003,1,5,0
390897531004,0,1,0
390897533001,0,0,0
390897533002,0,2,0
390897533003,0,3,0
390897533004,1,2,0
390897533005,0,,
390897536001,0,2,0
390897536002,1,1,0
390897539001,3,8,2
390897539002,1,2,0
390897539003,1,5,2
390897541011,0,4,1
390897541012,1,0,0
390897541013,1,0,0
390897541014,1,0,0
390897541021,0,3,0
390897544001,0,2,0
390897544002,1,2,0
390897544003,0,3,0
390897544004,1,0,0
390897547001,0,1,0
390897547002,0,3,0
390897547003,,1,0
390897547004,0,1,0
390897547005,4,4,0
390897550002,0,2,0
390897550003,1,4,2
390897550004,0,3,1
390897553002,4,5,0
390897553003,1,2,0
390897553004,1,2,0
390897553005,0,1,0
390897556002,0,2,0
390897556003,,3,0
390897556004,0,6,1
390897559001,1,6,1
390897559002,0,7,2
390897559003,0,1,0
390897562011,2,9,1
390897562021,0,3,0
390897562022,1,1,0
390897562023,,1,0
390897562024,0,2,0
390897565001,1,0,0
390897565002,4,18,1
390897568001,1,3,1
390897568002,1,2,0
390897568003,1,1,0
390897571001,,0,0
390897571002,0,0,0
390897574001,2,8,3
390897574002,0,5,2
390897577001,0,0,0
390897577002,0,1,0
390897577003,,0,0
390897577004,0,2,0
390897577005,0,3,0
390897583001,1,,
390897583002,,0,0
390897583003,0,0,0
390897586001,,0,0
390897586002,0,2,0
390897586003,0,3,0
390897586004,1,0,0
390897589001,0,0,0
390897589003,1,1,0
390897589004,0,1,0
390897589005,0,3,0
390897589006,2,4,0
390897590001,0,2,1
390897590002,0,5,1
390897590003,0,12,3
390897590004,0,1,0
390897591001,0,1,1
390897591002,1,2,0
390897591003,2,5,2
390897591004,,1,
390910038001,0,2,1
390910038002,,0,0
390910038003,0,2,1
390910038004,0,3,1
390910039001,0,1,0
390910039002,,1,0
390910039003,1,3,0
390910039004,1,0,0
390910040001,0,,
390910040002,0,1,0
390910040003,0,0,
390910041001,0,1,0
390910041002,2,4,1
390910041003,,0,
390910042001,1,0,0
390910042002,1,1,0
390910043001,1,0,0
390910043002,0,1,0
390910043003,0,2,1
390910043004,1,8,2
390910044001,0,0,0
390910044002,1,2,0
390910044003,0,4,0
390910044004,1,1,0
390910045001,0,0,0
390910045002,1,3,0
390910045003,3,2,0
390910045004,1,5,2
390910045005,2,7,1
390910046001,0,2,1
390910046002,2,1,0
390910046003,1,3,1
390910047001,,1,0
390910047002,0,1,0
390910047003,0,3,1
390910048001,0,1,0
390910048002,,0,0
390910048003,0,5,0
390910048004,1,5,1
390930102001,0,1,0
390930102002,0,1,1
390930103001,0,2,0
390930103003,0,2,0
390930104001,1,1,
390930131001,0,4,0
390930132001,0,9,0
390930132002,0,0,0
390930132003,,1,0
390930211001,2,2,0
390930211002,,0,
390930212001,0,0,0
390930212005,,0,
390930221001,0,1,
390930221002,0,1,1
390930221003,1,1,0
390930222001,0,0,0
390930222002,,1,0
390930222003,0,3,1
390930224001,0,5,2
390930224002,0,0,0
390930225001,1,,
390930226011,0,0,0
390930226012,1,2,0
390930228001,1,0,
390930228004,1,3,1
390930230001,0,1,0
390930230003,3,0,0
390930230004,0,1,0
390930231001,1,4,1
390930231002,2,8,1
390930231003,1,2,0
390930232001,0,2,0
390930232002,1,1,0
390930232003,0,1,0
390930232004,3,6,0
390930233001,1,0,
390930233002,0,0,0
390930234002,0,4,0
390930234003,1,3,0
390930235001,0,,
390930235002,1,1,0
390930236001,0,,
390930236002,0,5,0
390930236003,0,0,0
390930237002,0,0,0
390930237004,0,2,0
390930238001,1,3,1
390930239001,2,6,0
390930239002,0,1,0
390930240001,2,2,0
390930241001,1,2,0
390930241002,0,2,0
390930242001,0,2,0
390930242002,0,1,1
390930281001,1,3,1
390930301001,1,1,0
390930301002,0,0,0
390930301004,1,2,0
390930502001,0,2,0
390930502002,1,3,0
390930503001,,0,0
390930503002,0,0,0
390930503003,0,2,0
390930503004,2,2,1
390930504001,3,4,2
390930571001,1,3,1
390930571002,1,1,0
390930571003,0,1,0
390930571004,1,3,1
390930601001,0,1,1
390930601002,0,5,1
390930601003,0,3,0
390930602001,2,0,0
390930602002,2,3,0
390930602003,1,1,0
390930701012,0,1,0
390930701013,1,0,0
390930701014,1,,
390930701021,1,2,1
390930701022,0,1,0
390930701023,1,2,0
390930702001,0,3,0
390930702002,0,0,0
390930703002,0,1,0
390930703003,,0,
390930703004,1,3,0
390930704001,0,2,0
390930704002,3,3,0
390930704003,1,4,0
390930704004,0,1,1
390930705001,0,3,0
390930705002,0,1,0
390930705003,0,1,1
390930706001,0,2,0
390930706004,1,11,4
390930706005,0,0,0
390930707002,1,0,
390930707003,,2,0
390930708001,3,6,1
390930709011,0,2,1
390930709012,1,5,2
390930709021,0,0,0
390930709023,0,0,0
390930710001,1,1,0
390930710002,1,2,0
390930711001,0,1,0
390930711002,0,1,0
390930711004,0,1,1
390930711005,1,,
390930712011,0,3,1
390930712012,0,0,0
390930712013,0,1,0
390930712021,0,1,0
390930712022,1,4,0
390930713001,0,1,1
390930713002,0,0,0
390930714001,2,5,2
390930714002,2,10,3
390930715001,0,0,0
390930715002,0,4,1
390930771002,1,3,1
390930771003,0,1,0
390930801011,1,,
390930801012,0,1,1
390930801032,0,0,0
390930801041,1,3,0
390930801042,0,1,0
390930805001,0,2,0
390930806001,0,3,0
390930806003,0,2,0
390930807001,1,0,0
390930807002,2,1,0
390930901001,0,0,0
390930901002,1,1,0
390930902001,0,5,1
390930902002,0,1,0
390930911001,2,1,1
390930912002,2,2,0
390930921001,1,1,0
390930921002,0,1,0
390930931001,0,0,0
390930931002,1,3,0
390930941001,,0,
390930941002,0,3,0
390930941003,0,1,
390930941004,0,1,0
390930951001,0,2,0
390930951002,1,2,0
390930951003,0,1,0
390930961001,0,0,0
390930961002,0,1,0
390930961003,3,1,0
390930961004,0,2,0
390930961005,0,0,0
390930971001,1,6,2
390930971002,0,2,1
390930972001,,2,0
390930972003,0,6,0
390930973001,0,3,1
390930973002,1,1,0
390930973003,1,13,2
390930974001,0,0,0
390930974002,1,,
390930974003,0,0,0
390930974004,1,2,0
390950002001,,0,
390950002003,0,1,0
390950002004,0,4,0
390950003001,0,2,0
390950003003,1,1,0
390950003004,2,3,1
390950004001,0,1,0
390950004002,,0,
390950004003,0,1,1
390950004004,,0,
390950006001,0,0,0
390950006002,0,0,0
390950006004,0,1,0
390950006005,1,0,0
390950007001,,0,0
390950007002,0,1,1
390950007003,0,1,0
390950007004,1,3,0
390950007005,0,3,0
390950007007,0,2,1
390950008001,1,2,0
390950008002,0,0,0
390950009001,1,1,
390950009002,0,2,0
390950010001,,0,
390950010003,0,1,0
390950011001,0,0,0
390950011002,3,1,0
390950011003,0,4,2
390950011004,0,0,
390950012011,0,1,0
390950012012,0,1,0
390950012021,1,2,0
390950012022,0,2,2
390950013011,2,2,
390950013012,1,8,0
390950013013,1,1,
390950013021,0,6,0
390950013022,2,4,0
390950013031,1,4,0
390950013032,1,4,0
390950013033,0,1,
390950014001,3,10,0
390950014002,3,7,0
390950015001,2,4,0
390950015002,0,6,0
390950016001,2,16,0
390950016002,0,2,0
390950016003,1,1,0
390950017001,,0,0
390950017002,0,3,2
390950018001,0,5,0
390950018002,2,,
390950019001,0,2,0
390950019002,1,4,0
390950019003,1,1,0
390950020002,1,2,1
390950020003,0,2,0
390950021001,1,5,0
390950021002,2,7,0
390950021003,0,,
390950022001,1,5,0
390950022002,2,3,0
390950022003,2,1,1
390950023001,0,0,0
390950023002,0,10,0
390950024011,1,0,0
390950024012,1,6,0
390950024013,1,3,0
390950024014,1,3,0
390950024021,1,3,0
390950024022,0,3,1
390950024023,1,0,0
390950025001,1,0,0
390950025002,1,12,1
390950026001,4,12,2
390950026002,2,4,0
390950027001,0,3,0
390950028001,2,14,1
390950029001,0,1,0
390950029002,0,,
390950030001,1,1,1
390950030002,0,2,0
390950030003,0,,
390950030004,0,3,0
390950031001,0,0,0
390950031002,1,3,0
390950032001,1,8,2
390950032002,2,4,0
390950033001,0,4,0
390950033002,1,4,0
390950033003,1,,
390950034001,3,8,0
390950035001,1,6,2
390950035002,2,19,2
390950036001,2,4,0
390950036002,2,5,1
390950036003,0,5,1
390950037001,0,6,1
390950039001,0,9,1
390950039002,0,4,0
390950039003,0,0,0
390950039004,1,1,0
390950039005,0,1,0
390950040001,0,2,0
390950040002,2,4,0
390950040003,1,,
390950042002,1,1,0
390950042003,0,3,0
390950044001,0,1,0
390950044002,0,5,1
390950044003,1,2,1
390950045011,0,0,0
390950045012,0,0,0
390950045013,1,0,0
390950045031,1,5,0
390950045032,1,0,0
390950045041,1,1,0
390950045042,1,0,0
390950045043,0,3,0
390950045044,1,0,0
390950046001,0,2,0
390950046002,2,1,
390950047011,0,3,0
390950047013,0,1,0
390950047021,0,1,0
390950047022,0,5,0
390950047023,,1,0
390950047024,0,1,0
390950048001,2,4,0
390950048002,4,2,0
390950048003,1,4,0
390950049001,3,10,1
390950049002,0,2,0
390950050001,0,4,1
390950051001,0,3,0
390950051002,0,3,0
390950051003,,2,0
390950051004,0,0,0
390950052001,0,0,
390950052003,1,2,1
390950052004,1,0,0
390950053001,1,3,0
390950053002,0,2,0
390950054002,0,2,0
390950054003,0,4,0
390950055013,1,,
390950055014,0,1,0
390950055023,0,0,0
390950055024,0,0,0
390950055032,0,3,1
390950055033,,0,0
390950056001,2,3,1
390950056002,0,,
390950056004,0,0,0
390950057011,0,0,
390950057012,0,2,0
390950057021,0,1,0
390950057022,0,1,0
390950057023,0,4,1
390950057024,0,0,0
390950058011,2,4,1
390950058012,0,0,0
390950058021,0,0,0
390950058023,1,1,0
390950058024,0,3,1
390950059011,,1,0
390950059012,0,0,0
390950059013,0,0,0
390950059021,0,1,0
390950059022,0,1,
390950059023,1,1,0
390950059024,0,1,
390950060001,1,1,0
390950060002,1,1,0
390950061001,0,2,1
390950061002,0,0,0
390950061003,,0,0
390950061004,1,1,0
390950062001,1,1,1
390950062002,0,7,1
390950063001,3,1,0
390950063002,1,4,0
390950063003,0,3,1
390950063004,0,3,0
390950064001,0,,
390950064002,1,0,0
390950064003,,0,
390950065001,0,0,0
390950065002,0,1,0
390950066001,2,1,0
390950066002,4,9,0
390950066003,0,1,0
390950067001,1,,
390950067002,5,8,1
390950068001,0,0,0
390950068002,0,2,0
390950068003,1,3,2
390950068004,0,6,0
390950069001,0,2,0
390950069002,2,3,0
390950069003,0,3,0
390950070012,0,1,0
390950070013,1,5,1
390950070014,,0,
390950070022,1,,
